name,lat,lng,formatted_address,rating,extracted_activities,activity_scores
Chariot Path,7.0844375,80.7239375,Ramboda,4.9503382036731,['hiking'],[4.0]
Chundikulam Bird Sanctuary,9.5141667,80.5322222,Pachchilapalli,4.313885187475072,"['bird watching', 'beach visits', 'fishing']","[4.0, 3.7142857142857144, 3.3333333333333335]"
Cinnamon Bentota Beach,6.424905499999999,79.9968753,Bentota ,4.894466947172195,"['beach visits', 'ayurvedic spa treatments', 'beachfront dining', 'kayaking', 'yoga retreats']","[4.666666666666667, 5.0, 4.5, 5.0, 4.0]"
Colombo City Tour,6.8662122,79.88319969999999,Nugegoda,4.715620871559649,"['city tours', 'arts and culture', 'museum visits', 'architecture tours', 'architecture photography', 'historic sites', 'historical monuments', 'cultural experiences', 'sightseeing', 'history tours']","[4.333333333333333, 4.25, 3.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
Colombo Lotus Tower,6.9272949,79.8584587,Colombo,4.102858229942493,"['architecture photography', 'architecture tours', 'arts and culture', 'city tours', 'sightseeing', 'public art installations', 'museum visits', 'beachfront dining']","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]"
Colombo National Museum,6.909999099999999,79.8609032,Colombo ,4.598686630999282,"['museum visits', 'historical monuments', 'arts and culture', 'historic sites', 'botanical gardens']","[4.0, 4.0, 4.0, 4.0, 4.0]"
Coral Sanctuary Boat Ticket Issue Center,6.137341899999999,80.0992534,Hikkaduwa,4.246882007174786,['snorkeling'],[4.0]
Corbetts Gap,7.3727646,80.8408785,Hunnasgiriya Meemure Road,4.495569192963004,"['hiking', 'landscape photography', 'outdoor adventures', 'wildlife viewing', 'sightseeing']","[5.0, 5.0, 5.0, 5.0, 5.0]"
Council Chamber,7.9428101,81.001852,Polonnaruwa,4.738347763761473,"['archaeological sites', 'architecture photography', 'historic sites', 'history tours', 'cultural experiences', 'historical monuments', 'sightseeing']","[4.2, 4.0, 4.2, 3.0, 4.2, 4.2, 3.4]"
Crocodile Lake Panama,6.7590091,81.7860471,Panama,4.196688079560035,"['wildlife viewing', 'bird watching']","[4.5, 4.0]"
Dakkhina Stupa Anuradhapura,8.3411599,80.395259,Anuradhapura,4.569888338189556,"['archaeological sites', 'architecture photography', 'historic sites', 'historic walks', 'history tours', 'arts and culture', 'cultural experiences', 'sightseeing', 'photography', 'landscape photography', 'historical monuments', 'temple pilgrimages']","[3.75, 4.0, 4.5, 4.0, 3.0, 3.75, 4.0, 3.75, 3.6666666666666665, 4.0, 4.0, 4.0]"
Dalada Maluva Polonnaruwa,7.9476343,81.001233,Polonnaruwa,4.791269360081152,"['archaeological sites', 'architecture photography', 'architecture tours', 'arts and culture', 'cultural experiences', 'historic sites', 'historic walks', 'historical monuments', 'history tours', 'museum visits', 'sightseeing', 'temple pilgrimages', 'cycling', 'wildlife viewing', 'photography', 'landscape photography']","[5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 4.0, 3.0, 4.0, 4.0]"
Dambulla,7.874217000000001,80.6511287,Dambulla,,"['air ballooning', 'horseback riding']","[1.6666666666666667, 2.6666666666666665]"
Dambulla Royal Cave Temple and Golden Temple,7.854914099999999,80.6505699,Dambulla,4.250646327140208,"['archaeological sites', 'arts and culture', 'cultural experiences', 'hiking', 'historic sites', 'historical monuments', 'temple pilgrimages', 'sightseeing', 'architecture photography', 'photography', 'architecture tours', 'history tours', 'spiritual retreats']","[5.0, 5.0, 5.0, 4.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
Deegavapi Maha Stupa,7.2841152,81.7865422,Nintavur,4.813999932805339,"['historical monuments', 'architecture photography', 'historic sites', 'arts and culture', 'history tours', 'architecture tours', 'archaeological sites', 'cultural experiences', 'temple pilgrimages', 'spiritual retreats', 'landscape photography', 'photography', 'historic walks', 'sightseeing', 'hiking', 'outdoor adventures', 'village homestays']","[5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.0, 3.0, 3.0, 3.0, 2.0]"
Deegawapi Raja Maha Vihara,7.2847427,81.7857885,Nintavur,4.776594199172169,"['historical monuments', 'architecture', 'arts and culture', 'cultural experiences', 'spiritual retreats', 'historic sites', 'temple pilgrimages']","[4.4, 4.0, 4.4, 4.4, 5.0, 4.4, 4.4]"
Dehiwala Zoological Gardens,6.8569811,79.8744025,DehiwalaMount Lavinia,4.400203213211535,"['wildlife viewing', 'animal encounters', 'tiger enclosure', 'botanical gardens', 'elephant rides', 'aquarium visits', 'python encounters', 'sea lion show']","[4.333333333333333, 3.8333333333333335, 5.0, 4.0, 2.0, 3.0, 5.0, 3.0]"
Deliwala Kota Vehera Temple,7.3529846,80.3780437,Rambukkana ,4.710910904702443,"['architecture photography', 'architecture tours', 'arts and culture', 'cultural experiences', 'historic sites', 'historical monuments', 'history tours', 'temple pilgrimages']","[5.0, 5.0, 4.8, 4.8, 4.8, 4.8, 4.8, 4.6]"
Dematamal Viharaya,6.7539904,81.2880131,B,4.682277260764257,"['historic sites', 'archaeological sites', 'arts and culture', 'cultural experiences', 'temple pilgrimages', 'architecture photography', 'architecture tours', 'history tours', 'historic walks', 'sightseeing']","[3.3333333333333335, 5.0, 3.3333333333333335, 3.3333333333333335, 3.3333333333333335, 3.5, 3.5, 4.0, 4.0, 4.0]"
Devon Falls,6.951407700000001,80.6300174,Dimbula,4.686810079910172,"['hiking', 'photography', 'tea tasting', 'waterfalls']","[4.75, 4.666666666666667, 4.333333333333333, 4.5]"
Dhanaja Gem Museum,6.704170200000001,80.3863567,Ratnapura ,4.100366737109899,"['museum visits', 'arts and culture', 'cultural experiences', 'historic sites', 'sightseeing', 'local crafts']","[4.2, 4.2, 4.5, 4.0, 3.0, 3.0]"
Dhushan ella,6.6317153,80.3542309,Palawela,4.589761310074923,"['hiking', 'landscape photography', 'sightseeing', 'waterfalls', 'wildlife viewing']","[4.2, 5.0, 4.0, 4.25, 4.0]"
Diggala Campaign Side,6.8398993,81.2723738,Muthukeliyawa,4.825703114826881,"['hiking', 'landscape photography', 'photography', 'wildlife viewing']","[4.2, 5.0, 4.0, 4.0]"
Dimbulana hills Spot,7.0053879,80.9536201,Badulla,4.757038849338745,"['hiking', 'sightseeing', 'picnicking', 'wildlife viewing']","[4.4, 5.0, 4.0, 4.0]"
Dimiyawa View Point,6.7073383,80.3490515,Dimiyawa,4.791009815832508,"['landscape photography', 'sightseeing', 'picnic', 'photography', 'wildlife viewing']","[5.0, 4.5, 5.0, 4.333333333333333, 4.0]"
Divulgaskada Kuda Wewa,8.6612124,80.5617788,Puhudivula Rd,4.61769851231621,"['hiking', 'photography', 'picnicking', 'historic sites', 'bird watching', 'wildlife viewing', 'sightseeing', 'historical monuments', 'historic walks']","[5.0, 4.0, 4.0, 3.0, 4.0, 4.0, 4.0, 3.0, 3.0]"
Diyagala Escape,6.7069924,80.4390735,Ratnapura,,['hiking'],[2.2]
Diyaluma Falls,6.7331443,81.0314173,Koslanda,4.9928301440547145,"['hiking', 'camping', 'bathing', 'photography', 'waterfalls']","[3.75, 4.0, 4.0, 4.0, 4.0]"
Diyatha Uyana,6.904575,79.9098313,Sri Jayawardenepura Kotte,4.599733312406802,"['bird watching', 'hiking', 'wildlife viewing', 'local crafts', 'sightseeing']","[4.4, 4.0, 4.2, 4.0, 4.0]"
Diyawatanalla Waterfall,6.849332,80.8589566,Alawathugoda,3.5404539610711714,"['waterfalls', 'hiking']","[1.0, 2.0]"
"Dry Zone Botanic Gardens, Hambantota",6.1533995,81.066035,Hambantota,4.790477886288845,"['botanical gardens', 'hiking', 'landscape photography', 'bird watching', 'wildlife viewing', 'sightseeing', 'arts and culture', 'photography']","[4.023255813953488, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
Dunhinda Waterfall,7.0175417,81.0635655,Dunhida Water Falls Access Road,4.589621276328648,"['hiking', 'wildlife viewing', 'local crafts', 'waterfalls']","[3.75, 3.75, 3.5, 4.75]"
Dutch Bay Beach,8.5733722,81.2395084,Trincomalee,4.317901306722346,"['beach visits', 'boat wild life safaris', 'beachfront dining', 'snorkeling', 'sightseeing']","[4.428571428571429, 5.0, 3.0, 4.0, 5.0]"
Dutch Cannon,7.7115771,81.7024339,Batticaloa,,"['historic sites', 'historical monuments', 'sightseeing', 'photography']","[1.5, 1.5, 2.1666666666666665, 2.6]"
Dutch Fort Jaffna,9.6620307,80.0084252,Jaffna,4.696771623535241,"['historical monuments', 'architecture photography', 'historic sites', 'arts and culture', 'sightseeing', 'history tours', 'cultural experiences', 'architecture', 'historic walks', 'museum visits']","[5.0, 5.0, 4.5, 5.0, 4.0, 5.0, 5.0, 4.0, 4.0, 5.0]"
Dutch Museum,6.9359623,79.85163899999999,Colombo ,3.773898799218223,"['museum visits', 'architecture tours', 'history tours', 'arts and culture']","[3.5, 4.333333333333333, 3.6, 3.4]"
"Dutch Reformed Church, Matara",5.9447878,80.5469267,Matara,4.561884859749042,"['architecture photography', 'historic sites', 'arts and culture', 'architecture', 'history tours', 'cultural experiences']","[5.0, 4.2, 4.0, 5.0, 3.0, 4.0]"
Duwili Ella Waterfall,6.6623191,80.8658203,Kalthota,4.497444845118082,"['hiking', 'waterfalls', 'landscape photography', 'outdoor adventures', 'arts and culture', 'sightseeing']","[4.0, 4.8, 4.0, 3.6666666666666665, 3.5, 4.0]"
Elephant Park,7.2764377,81.7969824,Kaliodai Deeghavapi Rd,3.9523277278538247,"['wildlife viewing', 'animal encounters']","[2.4, 3.4]"
Elephant Point Beach,8.5360448,81.2285746,Trincomalee,4.572911130494852,"['beach visits', 'snorkeling', 'swimming', 'museum visits']","[4.428571428571429, 4.0, 3.25, 5.0]"
Elephant Transit Home,6.4266887,80.81653589999999,Udawalawa,4.598095026553942,"['wildlife viewing', 'animal encounters', 'cultural experiences']","[3.0843373493975905, 3.0853658536585367, 4.0]"
Ella Rock Trailhead,6.8578491,81.04402259999999,Ella,4.671727018348628,"['hiking', 'landscape photography', 'tea tasting', 'cultural experiences', 'wildlife viewing']","[4.333333333333333, 4.0, 4.0, 3.5, 3.0]"
Fort Dew Guest House and Restaurant,6.0271673,80.2152041,Galle,4.49264227298601,"['beach visits', 'beachfront dining', 'arts and culture', 'historic sites', 'historic walks', 'sightseeing', 'cultural experiences', 'wildlife viewing']","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]"
Fort Entrance Old Gate,6.0281137,80.218447,Galle,4.739444778641163,"['architecture photography', 'historic sites', 'arts and culture', 'historic walks', 'sightseeing']","[4.75, 4.75, 3.6666666666666665, 4.0, 4.0]"
Fort Frederick,8.5772776,81.2432785,Trincomalee,4.20564766541895,"['historical monuments', 'architecture photography', 'sightseeing', 'historic sites', 'wildlife viewing', 'historic walks', 'architecture tours', 'architecture']","[4.333333333333333, 4.333333333333333, 4.0, 4.0, 3.6, 4.0, 4.0, 3.6666666666666665]"
Gal Oya Valley National Park,7.2285076,81.4718387,Henebadda,4.3123974888170284,"['boat wild life safaris', 'wildlife viewing', 'hiking', 'bird watching', 'wild life safaris']","[4.5, 4.5, 4.0, 4.0, 4.0]"
Galabedda Biso Pond,6.91683,81.3875045,Colombo Batticaloa Hwy,4.242993320523731,"['archaeological sites', 'architecture photography', 'arts and culture', 'hiking', 'historic sites', 'historical monuments', 'landscape photography', 'photography', 'sightseeing']","[4.6, 4.5, 4.6, 3.0, 4.6, 4.6, 5.0, 4.0, 5.0]"
Galegama Wewa,8.6351091,80.5670909,Ethakada,4.421780896336983,"['picnic', 'history tours', 'landscape photography', 'sightseeing', 'hiking', 'bird watching', 'historic sites', 'historical monuments', 'wildlife viewing']","[5.0, 4.5, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0]"
Galle,6.032894799999999,80.2167912,Galle,,"['historic walks', 'beach visits', 'beachfront dining', 'art classes', 'city tours']","[3.25, 2.0, 1.5, 2.6666666666666665, 3.0]"
Galle Dutch Fort,6.030459199999999,80.2150207,Galle ,4.599586904309831,"['architecture photography', 'architecture tours', 'arts and culture', 'historic sites', 'historic walks', 'historical monuments', 'history tours', 'museum visits', 'sightseeing', 'local crafts']","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]"
Galle Fort Attractions and Jumpers Sri Lanka,6.0304644,80.2150237,Galle,4.691280103627117,"['architecture tours', 'architecture photography', 'beach visits', 'beachfront dining', 'arts and culture', 'historic sites', 'historical monuments', 'historic walks', 'cultural experiences', 'local crafts', 'museum visits', 'sightseeing']","[4.25, 4.0, 5.0, 4.0, 4.5, 4.5, 4.5, 4.0, 4.666666666666667, 4.0, 4.0, 4.0]"
Galle Lighthouse,6.024561299999999,80.2193661,Galle,4.796319269478297,"['architecture photography', 'historic sites', 'beach visits', 'sightseeing', 'landscape photography', 'local crafts']","[3.5, 3.5, 4.0, 3.25, 4.0, 2.5]"
Gangaramaya Temple,6.916714499999999,79.8566456,Colombo ,4.499811956235254,"['architecture', 'arts and culture', 'cultural experiences', 'historic sites', 'historical monuments', 'temple pilgrimages', 'sightseeing', 'traditional ceremonies']","[4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]"
Geradi Ella Falls,6.9635967,80.9700842,Paranagma,4.479216317506872,"['hiking', 'waterfalls', 'cultural experiences', 'photography', 'picnicking', 'wildlife viewing', 'outdoor adventures']","[3.8, 4.6, 4.0, 4.666666666666667, 5.0, 4.0, 4.0]"
Glassaugh Falls,6.9465776,80.7372359,Nuwara Eliya,4.2450321193400535,"['hiking', 'photography', 'picnicking', 'waterfalls']","[4.4, 4.5, 5.0, 5.0]"
Hakgala Botanical Garden,6.926584900000001,80.82152839999999,Hakgala,4.598943530010264,"['botanical gardens', 'sightseeing', 'photography', 'hiking', 'picnic']","[3.2, 3.0, 3.0, 2.8, 4.0]"
"Haliela , Sri Lanka",6.973818,81.0379761,Haliela,4.0556897891330745,"['tea tasting', 'hiking', 'waterfalls', 'arts and culture', 'historic sites', 'temple pilgrimages', 'cultural experiences', 'village homestays', 'landscape photography']","[4.666666666666667, 4.75, 5.0, 3.5, 4.5, 4.25, 4.25, 3.6666666666666665, 5.0]"
Hambantota Beach,6.1279932,81.1272036,Hambantota,4.336623774303517,"['beach visits', 'beachfront dining', 'surfing']","[4.333333333333333, 3.0, 4.0]"
